russian_word;english_word;img_card;sound_card
Зуб;Tooth;https://mnemoenglish.ru/img/mnemocard/853e57e26d3d9730679fc12275c423d2.jpeg;https://mnemoenglish.ru/sound/englishdom/tooth.mp3
Талия;Waist;https://mnemoenglish.ru/img/mnemocard/94b19aa0565917907825a5b98dcfdbfa.jpeg;https://mnemoenglish.ru/sound/englishdom/waist.mp3
Запястье;Wrist;https://mnemoenglish.ru/img/mnemocard/985b96f2d2740f6a3e5342f3afde0ce7.jpeg;https://mnemoenglish.ru/sound/englishdom/wrist.mp3
Толстый;Fat;https://mnemoenglish.ru/img/mnemocard/9759eff064ca18ac4c0c15fe8915a9d7.jpeg;https://mnemoenglish.ru/sound/englishdom/fat.mp3
Квартира, приплюснутый;Flat;https://mnemoenglish.ru/img/mnemocard/7faf4e54c663bd6d42838c96a2b40a0c.jpeg;https://mnemoenglish.ru/sound/englishdom/flat.mp3
Рыжий;Red;https://mnemoenglish.ru/img/mnemocard/705a00ff60b23f8a63a1cdaf9c9858a9.jpeg;https://mnemoenglish.ru/sound/englishdom/red.mp3
Улыбка;Smile;https://mnemoenglish.ru/img/mnemocard/59b42227d803b3460c4c3277e54fdeaf.jpeg;https://mnemoenglish.ru/sound/englishdom/smile.mp3
Веселый;Glad;https://mnemoenglish.ru/img/mnemocard/31dd48d2a6f7fed5d49994ee691e5200.jpeg;https://mnemoenglish.ru/sound/englishdom/glad.mp3
Грустный;Sad;https://mnemoenglish.ru/img/mnemocard/79ce4316669cc0376253ac3a864e236d.jpeg;https://mnemoenglish.ru/sound/englishdom/sad.mp3
Лысый;Bald;https://mnemoenglish.ru/img/mnemocard/562e06e4eb05b311b11dbc49fd2290e3.jpeg;https://mnemoenglish.ru/sound/englishdom/bald.mp3
Усы;Moustache;https://mnemoenglish.ru/img/mnemocard/8e4d803b642336686e835ab75e66b7e2.jpeg;https://mnemoenglish.ru/sound/englishdom/moustache.mp3
Овал;Oval;https://mnemoenglish.ru/img/mnemocard/70b611c2c4576a70c919d324edfe305b.jpeg;https://mnemoenglish.ru/sound/englishdom/oval.mp3
Пухлый;Plump;https://mnemoenglish.ru/img/mnemocard/5d704ce69d1b0caf2a504134f2ec32c0.jpeg;https://mnemoenglish.ru/sound/englishdom/plump.mp3
Симпатичный;Pretty;https://mnemoenglish.ru/img/mnemocard/359baf145407a0c95e1ac338a8c6227b.jpeg;https://mnemoenglish.ru/sound/englishdom/pretty.mp3
Курносый;Snub;https://mnemoenglish.ru/img/mnemocard/66894ba380dc5b9360fa2d3981731fc4.jpeg;https://mnemoenglish.ru/sound/englishdom/snub.mp3
Квадратный;Square;https://mnemoenglish.ru/img/mnemocard/07776b2b61769dc8e031376c173d8004.jpeg;https://mnemoenglish.ru/sound/englishdom/square.mp3
Живот;Belly;https://mnemoenglish.ru/img/mnemocard/76836a433e70d50481d3233d442af614.jpeg;https://mnemoenglish.ru/sound/englishdom/belly.mp3
Подбородок;Chin;https://mnemoenglish.ru/img/mnemocard/3e7d837fe53ee0e9993be10b8c397206.jpeg;https://mnemoenglish.ru/sound/englishdom/chin.mp3
Локоть;Elbow;https://mnemoenglish.ru/img/mnemocard/135f4f016eae2304baa879e4d191fc93.jpeg;https://mnemoenglish.ru/sound/englishdom/elbow.mp3
Кулак;Fist;https://mnemoenglish.ru/img/mnemocard/3438c943f731ab971cf0e95e16f5675f.jpeg;https://mnemoenglish.ru/sound/englishdom/fist.mp3
Предплечье;Forearm;https://mnemoenglish.ru/img/mnemocard/46d8423e27163f493f76a280a4e2485b.jpeg;https://mnemoenglish.ru/sound/englishdom/forearm.mp3
Пятка;Heel;https://mnemoenglish.ru/img/mnemocard/3ac92dc6fc4944c32be1c45f65117165.jpeg;https://mnemoenglish.ru/sound/englishdom/heel.mp3
Бедро;Hip;https://mnemoenglish.ru/img/mnemocard/577340c37e2e4979340ee1efc2627189.jpeg;https://mnemoenglish.ru/sound/englishdom/hip.mp3
Печень;Liver;https://mnemoenglish.ru/img/mnemocard/12caf7525913b8e5b2917a6285882a8c.jpeg;https://mnemoenglish.ru/sound/englishdom/liver.mp3
Пупок;Navel;https://mnemoenglish.ru/img/mnemocard/344f11c209f0102e9cf48681df213e5d.jpeg;https://mnemoenglish.ru/sound/englishdom/navel.mp3
Ребра;Ribs;https://mnemoenglish.ru/img/mnemocard/50dc96a98a28d10edd2eba0940daf8fe.jpeg;https://mnemoenglish.ru/sound/englishdom/ribs.mp3
Череп;Skull;https://mnemoenglish.ru/img/mnemocard/7eb9b2b9df33c068b00391c54e5b5d6b.jpeg;https://mnemoenglish.ru/sound/englishdom/skull.mp3
Папа;Dad;https://mnemoenglish.ru/img/mnemocard/102bd5ebc7ff4c897439b24219ca213a.jpeg;https://mnemoenglish.ru/sound/englishdom/dad.mp3
Дочь;Daughter;https://mnemoenglish.ru/img/mnemocard/30de68237d8f6e104fbe803659be1744.jpeg;https://mnemoenglish.ru/sound/englishdom/daughter.mp3
Жена;Wife;https://mnemoenglish.ru/img/mnemocard/138154284a7f24b080203418debd73cd.jpeg;https://mnemoenglish.ru/sound/englishdom/wife.mp3
Общение;Communication;https://mnemoenglish.ru/img/mnemocard/73710f5897c82161207d004f25b0569b.jpeg;https://mnemoenglish.ru/sound/englishdom/communication.mp3
Таять;Melt;https://mnemoenglish.ru/img/mnemocard/9cff0d055521c9964ef53b0fe413a4cc.jpeg;https://mnemoenglish.ru/sound/englishdom/melt.mp3
Дождь со снегом;Sleet;https://mnemoenglish.ru/img/mnemocard/1cb3017db10481d2beb3c4b048937344.jpeg;https://mnemoenglish.ru/sound/englishdom/sleet.mp3
Козел;Goat;https://mnemoenglish.ru/img/mnemocard/0530cddf91c26b8516df6388f07226a4.jpeg;https://mnemoenglish.ru/sound/englishdom/goat.mp3
Гусь;Goose;https://mnemoenglish.ru/img/mnemocard/693554867800eac42c540e1c0ceb3821.jpeg;https://mnemoenglish.ru/sound/englishdom/goose.mp3
Облако;Cloud;https://mnemoenglish.ru/img/mnemocard/7b4654c720484e83c6cde2d55cfd16ff.jpeg;https://mnemoenglish.ru/sound/englishdom/cloud.mp3
Гром;Thunder;https://mnemoenglish.ru/img/mnemocard/88c6637d5142853b2e1b58841bedf3be.jpeg;https://mnemoenglish.ru/sound/englishdom/thunder.mp3
Мудрый;Wise;https://mnemoenglish.ru/img/mnemocard/8fbd3a0a413d7d84ca3386e5d58e261d.jpeg;https://mnemoenglish.ru/sound/englishdom/wise.mp3
Ленивый;Lazy;https://mnemoenglish.ru/img/mnemocard/3aa96c86d9d8f9d338e23bfcad218b49.jpeg;https://mnemoenglish.ru/sound/englishdom/lazy.mp3
Пепел;Ash;https://mnemoenglish.ru/img/mnemocard/63e879af23907a6da6ff858791c85cfc.jpeg;https://mnemoenglish.ru/sound/englishdom/ash.mp3
Бутылка;Bottle;https://mnemoenglish.ru/img/mnemocard/1b0aa5eeb8e6c7a25405ebb8b3eb7630.jpeg;https://mnemoenglish.ru/sound/englishdom/bottle.mp3
Спичка;Match;https://mnemoenglish.ru/img/mnemocard/30580db1917d662552730b06d779627a.jpeg;https://mnemoenglish.ru/sound/englishdom/match.mp3
Трубка;Pipe;https://mnemoenglish.ru/img/mnemocard/52ac589fbe657bcc9f5fcf5419ea32e9.jpeg;https://mnemoenglish.ru/sound/englishdom/pipe.mp3
Медведь;Bear;https://mnemoenglish.ru/img/mnemocard/9cf6601af6af0598faffc127faf157b8.jpeg;https://mnemoenglish.ru/sound/englishdom/bear.mp3
Лиса;Fox;https://mnemoenglish.ru/img/mnemocard/685888fd6f9f223f4e0c1021e32ecab5.jpeg;https://mnemoenglish.ru/sound/englishdom/fox.mp3
Ящерица;Lizard;https://mnemoenglish.ru/img/mnemocard/5e9478f38c9e075c77f3d893cfed7bbb.jpeg;https://mnemoenglish.ru/sound/englishdom/lizard.mp3
Змея;Snake;https://mnemoenglish.ru/img/mnemocard/3e0b270e4da4afcc273ce26111a5cf3d.jpeg;https://mnemoenglish.ru/sound/englishdom/snake.mp3
Паук;Spider;https://mnemoenglish.ru/img/mnemocard/16dbfbec190ac310b1f856647c1b7529.jpeg;https://mnemoenglish.ru/sound/englishdom/spider.mp3
Черепаха;Turtle;https://mnemoenglish.ru/img/mnemocard/70ab137ae902f35b5ee1f38c3e975021.jpeg;https://mnemoenglish.ru/sound/englishdom/turtle.mp3
Орел;Eagle;https://mnemoenglish.ru/img/mnemocard/4af1c39b1d4cb9319f7300526478d60a.jpeg;https://mnemoenglish.ru/sound/englishdom/eagle.mp3
Голубь;Pigeon;https://mnemoenglish.ru/img/mnemocard/729479381c1bbaad196c77f28ceef19e.jpeg;https://mnemoenglish.ru/sound/englishdom/pigeon.mp3
Крыло;Wing;https://mnemoenglish.ru/img/mnemocard/5ba4b584d107edfaaa6ba4846e348f91.jpeg;https://mnemoenglish.ru/sound/englishdom/wing.mp3
Икра ноги;Calf;https://mnemoenglish.ru/img/mnemocard/94574d8aeda3b1a3424e192b6e4f0d20.jpeg;https://mnemoenglish.ru/sound/englishdom/calf.mp3
Веко;Eyelid;https://mnemoenglish.ru/img/mnemocard/7cfb06962ac22852890871c09fcd9541.jpeg;https://mnemoenglish.ru/sound/englishdom/eyelid.mp3
Трясти;Shake;https://mnemoenglish.ru/img/mnemocard/3c3e381c62b2e831605beb827ecfd675.jpeg;https://mnemoenglish.ru/sound/englishdom/shake.mp3
Цветок;Flower;https://mnemoenglish.ru/img/mnemocard/229e9dd6b4b11f1cd74e7c6f4a20e223.jpeg;https://mnemoenglish.ru/sound/englishdom/flower.mp3
Лепесток;Petal;https://mnemoenglish.ru/img/mnemocard/118945886ffd279423b790fec26d41d6.jpeg;https://mnemoenglish.ru/sound/englishdom/petal.mp3
Неудача;Failure;https://mnemoenglish.ru/img/mnemocard/70d1f61582bee8f021723a74506873d0.jpeg;https://mnemoenglish.ru/sound/englishdom/failure.mp3
Амбициозный;High;https://mnemoenglish.ru/img/mnemocard/4c6fb1a017b6b477cb1cda35d401ae3d.jpeg;https://mnemoenglish.ru/sound/englishdom/high-flying.mp3
Кровь;Blood;https://mnemoenglish.ru/img/mnemocard/1131dfbd540d4deb937696704eecd126.jpeg;https://mnemoenglish.ru/sound/englishdom/blood.mp3
Медуза;Jellyfish;https://mnemoenglish.ru/img/mnemocard/989dfc0971fe1e8ab5aac38895ec2f9b.jpeg;https://mnemoenglish.ru/sound/englishdom/jellyfish.mp3
Чешуя;Scales;https://mnemoenglish.ru/img/mnemocard/6908c6507e4b94b46c4d15db944a8161.jpeg;https://mnemoenglish.ru/sound/englishdom/scales.mp3
Акула;Shark;https://mnemoenglish.ru/img/mnemocard/1f838217f97815593d58c3d5d01db952.jpeg;https://mnemoenglish.ru/sound/englishdom/shark.mp3
Морская звезда;Starfish;https://mnemoenglish.ru/img/mnemocard/4e47a66b28b37208eca6a7fd92cf3b96.jpeg;https://mnemoenglish.ru/sound/englishdom/starfish.mp3
Причина;Cause;https://mnemoenglish.ru/img/mnemocard/8551fbbf58fe9d6eb2a0aa374b815ed1.jpeg;https://mnemoenglish.ru/sound/englishdom/cause.mp3
Затмение;Eclipse;https://mnemoenglish.ru/img/mnemocard/67fd37ed6b3168c97a88f03a2267e001.jpeg;https://mnemoenglish.ru/sound/englishdom/eclipse.mp3
Проход;Aisle;https://mnemoenglish.ru/img/mnemocard/804b8010f417a12a138818d71b220e7b.jpeg;https://mnemoenglish.ru/sound/englishdom/aisle.mp3
Багажник;Boot;https://mnemoenglish.ru/img/mnemocard/06c0b57c1fc92f7504d38702020b5e2e.jpeg;https://mnemoenglish.ru/sound/englishdom/boot.mp3
Вишня;Cherry;https://mnemoenglish.ru/img/mnemocard/23cfc1aba22768e5ea13ee3fad9a8e36.jpeg;https://mnemoenglish.ru/sound/englishdom/cherry.mp3
Кокос;Coconut;https://mnemoenglish.ru/img/mnemocard/7aafd6df5cc6362642e9c955fe0650e6.jpeg;https://mnemoenglish.ru/sound/englishdom/coconut.mp3
Виноград;Grape;https://mnemoenglish.ru/img/mnemocard/9e7a1edd86538741167350d433755c6e.jpeg;https://mnemoenglish.ru/sound/englishdom/grape.mp3
Дыня;Melon;https://mnemoenglish.ru/img/mnemocard/9629fb9d98456bd13260a4d2dd06dc3e.jpeg;https://mnemoenglish.ru/sound/englishdom/melon.mp3
Апельсин;Orange;https://mnemoenglish.ru/img/mnemocard/580f7ffed67d51451d3d8a97b52e906a.jpeg;https://mnemoenglish.ru/sound/englishdom/orange.mp3
Персик;Peach;https://mnemoenglish.ru/img/mnemocard/5b6eff744a4e7cac7108f5bbb5f6ef3f.jpeg;https://mnemoenglish.ru/sound/englishdom/peach.mp3
Груша;Pear;https://mnemoenglish.ru/img/mnemocard/2247979bcbf185af11e608614718fb63.jpeg;https://mnemoenglish.ru/sound/englishdom/pear.mp3
Слива;Plum;https://mnemoenglish.ru/img/mnemocard/2142bcf1c4319823bf1f7fbee0dc630e.jpeg;https://mnemoenglish.ru/sound/englishdom/plum.mp3
Клубника;Strawberry;https://mnemoenglish.ru/img/mnemocard/817120dd94edcb07ea61b0aca6b1180e.jpeg;https://mnemoenglish.ru/sound/englishdom/strawberry.mp3
Лодка;Boat;https://mnemoenglish.ru/img/mnemocard/955ecd0fe24cd2e2e47a7184a4e27c41.jpeg;https://mnemoenglish.ru/sound/englishdom/boat.mp3
Побережье;Coast;https://mnemoenglish.ru/img/mnemocard/66c9a09cb257c1350a7ff41962254de0.jpeg;https://mnemoenglish.ru/sound/englishdom/coast.mp3
Глубокий;Deep;https://mnemoenglish.ru/img/mnemocard/7e5e718c4a66c818fbad75d4d5a64aa9.jpeg;https://mnemoenglish.ru/sound/englishdom/deep.mp3
Океан;Ocean;https://mnemoenglish.ru/img/mnemocard/888887bc3357d62a1eea987511f9b469.jpeg;https://mnemoenglish.ru/sound/englishdom/ocean.mp3
Песок;Sand;https://mnemoenglish.ru/img/mnemocard/033574f507f5310243586684929a4c84.jpeg;https://mnemoenglish.ru/sound/englishdom/sand.mp3
Раковина;Shell;https://mnemoenglish.ru/img/mnemocard/85778a037ace892408a41f949fa9c7a9.jpeg;https://mnemoenglish.ru/sound/englishdom/shell.mp3
Масло;Butter;https://mnemoenglish.ru/img/mnemocard/057f811cec768cf4415a6dfcffae9e50.jpeg;https://mnemoenglish.ru/sound/englishdom/butter.mp3
Выпекать;Bake;https://mnemoenglish.ru/img/mnemocard/19a7e3261e6f193a6a1b0708aaf0fb2f.jpeg;https://mnemoenglish.ru/sound/englishdom/bake.mp3
Смешивать;Mix;https://mnemoenglish.ru/img/mnemocard/268f2a7ca1ba630e9dfbbc12c27d0822.jpeg;https://mnemoenglish.ru/sound/englishdom/mix.mp3
Смерч;Twister;https://mnemoenglish.ru/img/mnemocard/996ef1f5adfb492a38e12b1236360358.jpeg;https://mnemoenglish.ru/sound/englishdom/twister.mp3
Капуста;Cabbage;https://mnemoenglish.ru/img/mnemocard/245b8cdae7c9ea204a93c8603c485d46.jpeg;https://mnemoenglish.ru/sound/englishdom/cabbage.mp3
Морковь;Carrot;https://mnemoenglish.ru/img/mnemocard/94429191999fb9b4a2bdeea68114a200.jpeg;https://mnemoenglish.ru/sound/englishdom/carrot.mp3
Огурец;Cucumber;https://mnemoenglish.ru/img/mnemocard/45b3abe7c85db63a9f24a70d7739cfd1.jpeg;https://mnemoenglish.ru/sound/englishdom/cucumber.mp3
Лук;Onion;https://mnemoenglish.ru/img/mnemocard/31510467023e285a97b15cfb481ef956.jpeg;https://mnemoenglish.ru/sound/englishdom/onion.mp3
Картофель;Potato;https://mnemoenglish.ru/img/mnemocard/8aa2bee9f081a479963bdbffc245c679.jpeg;https://mnemoenglish.ru/sound/englishdom/potato.mp3
Редис;Radish;https://mnemoenglish.ru/img/mnemocard/6f84ee2baac9a15bc9cc43a53c88b63d.jpeg;https://mnemoenglish.ru/sound/englishdom/radish.mp3
Помидор;Tomato;https://mnemoenglish.ru/img/mnemocard/09f2256cfec2728d64fe432beb121c81.jpeg;https://mnemoenglish.ru/sound/englishdom/tomato.mp3
Глина;Clay;https://mnemoenglish.ru/img/mnemocard/49f67c7268bbf3a0e0a31da03b3e1993.jpeg;https://mnemoenglish.ru/sound/englishdom/clay.mp3
Плющ;Ivy;https://mnemoenglish.ru/img/mnemocard/6ed73cbe2a354261f302d38c485cd53b.jpeg;https://mnemoenglish.ru/sound/englishdom/ivy.mp3
Дорога;Road;https://mnemoenglish.ru/img/mnemocard/126d8d8e051e5a7d16b609183f11d270.jpeg;https://mnemoenglish.ru/sound/englishdom/road.mp3
Улица;Street;https://mnemoenglish.ru/img/mnemocard/291a56bf55bc88538b8473dfce8fdf55.jpeg;https://mnemoenglish.ru/sound/englishdom/street.mp3
Хлеб;Bread;https://mnemoenglish.ru/img/mnemocard/7944b652185ff7a39b5e983315914cee.jpeg;https://mnemoenglish.ru/sound/englishdom/bread.mp3
Печенье;Cookie;https://mnemoenglish.ru/img/mnemocard/90189ea1724bd58ce2dfcb4e276ca464.jpeg;https://mnemoenglish.ru/sound/englishdom/cookie.mp3
Яйцо;Egg;https://mnemoenglish.ru/img/mnemocard/703810d43c42f814a177f43f1d6ae022.jpeg;https://mnemoenglish.ru/sound/englishdom/egg.mp3
Мед;Honey;https://mnemoenglish.ru/img/mnemocard/13465f30edfa63f6577dc68675ee4ce3.jpeg;https://mnemoenglish.ru/sound/englishdom/honey.mp3
Блин;Pancake;https://mnemoenglish.ru/img/mnemocard/81b3c3622ab9242872d3be98b1eea384.jpeg;https://mnemoenglish.ru/sound/englishdom/pancake.mp3
Рис;Rice;https://mnemoenglish.ru/img/mnemocard/8150b64fda5fb50fd2ded04d4f77baa6.jpeg;https://mnemoenglish.ru/sound/englishdom/rice.mp3
Соль;Salt;https://mnemoenglish.ru/img/mnemocard/10a640d6b7a0520babd040c0d8dfd1b2.jpeg;https://mnemoenglish.ru/sound/englishdom/salt.mp3
Каша;Porridge;https://mnemoenglish.ru/img/mnemocard/455d6b56cf692d686ff92281aace99b4.jpeg;https://mnemoenglish.ru/sound/englishdom/porridge.mp3
Тишина;Silence;https://mnemoenglish.ru/img/mnemocard/7dfc5c2607e68ea71a7ca79214aa0aa3.jpeg;https://mnemoenglish.ru/sound/englishdom/silence.mp3
Автобус;Bus;https://mnemoenglish.ru/img/mnemocard/1a9bf3d7477ea0be8840e8ef34892c20.jpeg;https://mnemoenglish.ru/sound/englishdom/bus.mp3
Сиденье;Seat;https://mnemoenglish.ru/img/mnemocard/68e3eeb2b5ad7efc0b12488a3fb543bf.jpeg;https://mnemoenglish.ru/sound/englishdom/seat.mp3
Тротуар;Sidewalk;https://mnemoenglish.ru/img/mnemocard/6e7aad4d9d10d172caceaf4f14377113.jpeg;https://mnemoenglish.ru/sound/englishdom/sidewalk.mp3
Билет;Ticket;https://mnemoenglish.ru/img/mnemocard/18e85ac16c11d9ea62560ba159549a45.jpeg;https://mnemoenglish.ru/sound/englishdom/ticket.mp3
Поезд;Train;https://mnemoenglish.ru/img/mnemocard/9f1eace84d5bc5142adfd29e9cff20b4.jpeg;https://mnemoenglish.ru/sound/englishdom/train.mp3
Ветчина;Ham;https://mnemoenglish.ru/img/mnemocard/23079a6726f509358e96f691f1c2f543.jpeg;https://mnemoenglish.ru/sound/englishdom/ham.mp3
Мясо;Meat;https://mnemoenglish.ru/img/mnemocard/1f7e96526a751b9b21aab7e2e6565731.jpeg;https://mnemoenglish.ru/sound/englishdom/meat.mp3
Свинина;Pork;https://mnemoenglish.ru/img/mnemocard/1a91d52c01b33115180b65880669e741.jpeg;https://mnemoenglish.ru/sound/englishdom/pork.mp3
Кружка;Cup;https://mnemoenglish.ru/img/mnemocard/586002f8ff9a94c693bce6c8e353b87e.jpeg;https://mnemoenglish.ru/sound/englishdom/cup.mp3
Стакан;Glass;https://mnemoenglish.ru/img/mnemocard/3a5a81e81a60a5a3bb646b5b25a2d574.jpeg;https://mnemoenglish.ru/sound/englishdom/glass.mp3
Сковорода;Pan;https://mnemoenglish.ru/img/mnemocard/122fba38e9ba6401a38548d47a302415.jpeg;https://mnemoenglish.ru/sound/englishdom/pan.mp3
Тарелка;Plate;https://mnemoenglish.ru/img/mnemocard/139fbbf2f04b022c32f7022a00921ff4.jpeg;https://mnemoenglish.ru/sound/englishdom/plate.mp3
Кастрюля;Pot;https://mnemoenglish.ru/img/mnemocard/1adda342a640d54e81a021f6d89a4829.jpeg;https://mnemoenglish.ru/sound/englishdom/pot.mp3
Ложка;Spoon;https://mnemoenglish.ru/img/mnemocard/10e164dd88a62f137845f3058ca3c1e1.jpeg;https://mnemoenglish.ru/sound/englishdom/spoon.mp3
Условие;Condition;https://mnemoenglish.ru/img/mnemocard/591e5f516ae4606281c2adbbe4303ce3.jpeg;https://mnemoenglish.ru/sound/englishdom/condition.mp3
Точка;Point;https://mnemoenglish.ru/img/mnemocard/4868535153d350ae3bd1d2ce982e9435.jpeg;https://mnemoenglish.ru/sound/englishdom/point.mp3
Правило;Rule;https://mnemoenglish.ru/img/mnemocard/3f824765d9d60f5f92a5f708d018dd7f.jpeg;https://mnemoenglish.ru/sound/englishdom/rule.mp3
Цель;Goal;https://mnemoenglish.ru/img/mnemocard/531ab7d6d7a730102a91e7587e1906f9.jpeg;https://mnemoenglish.ru/sound/englishdom/goal.mp3
Частица;Particle;https://mnemoenglish.ru/img/mnemocard/27c7469c86ea089bec3327fa3eda32b1.jpeg;https://mnemoenglish.ru/sound/englishdom/particle.mp3
Шрифт;Font;https://mnemoenglish.ru/img/mnemocard/2350148fb21bf2e7383bd2942523803d.jpeg;https://mnemoenglish.ru/sound/englishdom/font.mp3
Поцелуй;Kiss;https://mnemoenglish.ru/img/mnemocard/54379b6988b15f9f6f3c6034d80e9bbb.jpeg;
Ожог;Burn;https://mnemoenglish.ru/img/mnemocard/5735cdc9f443f87978b06c9ebec87aa2.jpeg;https://mnemoenglish.ru/sound/englishdom/burn.mp3
Пояс;Belt;https://mnemoenglish.ru/img/mnemocard/5ba8c7c67749820ccdb9c7bf67e52f17.jpeg;https://mnemoenglish.ru/sound/englishdom/belt.mp3
Пальто;Coat;https://mnemoenglish.ru/img/mnemocard/8526131f0eba4479f601a7c723e269eb.jpeg;https://mnemoenglish.ru/sound/englishdom/coat.mp3
Шляпа;Hat;https://mnemoenglish.ru/img/mnemocard/5209cc6479dd999dcc6dc7965f445cb7.jpeg;https://mnemoenglish.ru/sound/englishdom/hat.mp3
Шарф;Scarf;https://mnemoenglish.ru/img/mnemocard/50a1aba16ea8cb6f94264b03c4e58422.jpeg;https://mnemoenglish.ru/sound/englishdom/scarf.mp3
Носки;Socks;https://mnemoenglish.ru/img/mnemocard/6841753bc6b8ade3cbfbd0c27e69fbe1.jpeg;https://mnemoenglish.ru/sound/englishdom/socks.mp3
Брюки;Trousers;https://mnemoenglish.ru/img/mnemocard/998c9ee8d98462f7da79b650b7f8b0ad.jpeg;https://mnemoenglish.ru/sound/englishdom/trousers.mp3
